,Unnamed: 0,avatar,background_image,bio,followers,following,id,join_date,join_datetime,join_time,likes,location,media,name,private,tweets,url,username,verified
113,113,https://pbs.twimg.com/profile_images/1249789780176646144/0t_lgvlq_400x400.jpg,https://pbs.twimg.com/profile_banners/946226744289263616/1586884621/1500x500,"""Life is better up here"" The air may be less dense but so is the population. Professionals up here abide by the rules and regulations.",102,166,946226744289263616,27 Dec 2017,27 Dec 2017 7:50 PM,7:50 PM,6488,"Somewhere, USA",506,V1VrRotate 🛫🛩,0,6743,,V1VrRotate,0
114,114,https://pbs.twimg.com/profile_images/1256322482182766593/EH0hkg83_400x400.jpg,https://pbs.twimg.com/profile_banners/1123803015532748801/1588365596/1500x500,"hi! I just finished my Master's -see pinned post for more info. fake images, media lit and academic/professional rollercoaster",155,1838,1123803015532748801,1 May 2019,1 May 2019 9:14 PM,9:14 PM,346,,87,EmilyTheStrange,0,290,http://eas7793.cad.rit.edu/wordpress,fake_spotting,0
115,115,https://pbs.twimg.com/profile_images/1263227212897058822/FYQGn5Ct_400x400.jpg,https://pbs.twimg.com/profile_banners/1161712680870301697/1587124708/1500x500,"lei/le, l*i/l* / orgogliosa portatrice di capelli ricci / stanca di essere sexy / eurofan 💔",87,117,1161712680870301697,14 Aug 2019,14 Aug 2019 11:54 AM,11:54 AM,2637,"Piemonte, Italia",27,bimba dei Jalisse 🇮🇹 / 🇺🇦🇮🇸🇷🇺🇦🇿🎶,0,1010,,S_d_E_S,0
116,116,https://pbs.twimg.com/profile_images/1250599242747408384/XHLUYwS__400x400.jpg,https://pbs.twimg.com/profile_banners/1120923422098219009/1582050505/1500x500,personal account | tweets for @socalyanggang | supporting @davidkim2020 & @ubicaucus candidates | #yanggang #yanggang2020 #yang2020 #basicincome #ubi ≥,2572,1219,1120923422098219009,23 Apr 2019,23 Apr 2019 10:32 PM,10:32 PM,10926,"Los Angeles, CA",323,Nate🧢 in SoCal,0,4109,http://socalyanggang.org,YangGangSoCal,0
117,117,https://pbs.twimg.com/profile_images/863154598437171200/WZ4vOEua_400x400.jpg,,,56,211,260277160,3 Mar 2011,3 Mar 2011 7:20 AM,7:20 AM,133,"Okmulgee,Ok",3,Cheryl Murphy,0,66,,FlickerandPeach,0
118,118,https://pbs.twimg.com/profile_images/553917335/twitpic_400x400.jpg,,Experimental Theatre Artist in blood and gore efx. Having a bloody good time in Buffalo and waiting to see where the theatre gods take me next.,217,1086,93956544,1 Dec 2009,1 Dec 2009 2:16 PM,2:16 PM,441,Buffalo NY,18,Jessica Knoerl,0,450,http://www.flickr.com/photos/86749708@N05/,JessicaMKnoerl,0
119,119,https://pbs.twimg.com/profile_images/1261363475550371840/0zQDjxKZ_400x400.jpg,https://pbs.twimg.com/profile_banners/14580438/1589567462/1500x500,BlackBerry is an enterprise software and services company focused on securing and managing IoT endpoints.,4190925,147,14580438,28 Apr 2008,28 Apr 2008 9:24 PM,9:24 PM,3629,,4302,BlackBerry,0,29887,http://www.blackberry.com,BlackBerry,1
120,120,https://pbs.twimg.com/profile_images/1095151477075587072/pviv_RoY_400x400.jpg,https://pbs.twimg.com/profile_banners/32474600/1509839947/1500x500,"Games Editor for @BleedingCool. Chaotic neutral gamer, geek, journalist, writer, and diplomat. Stories, thoughts, random stuff found here. Pic: @LemonyFreshTwit",2598,996,32474600,17 Apr 2009,17 Apr 2009 9:47 AM,9:47 AM,12937,"Salt Lake City, Utah",4463,Gavin Sheehan,0,17216,https://www.bleedingcool.com/author/gsheehan/,TheGavinSheehan,0
121,121,https://pbs.twimg.com/profile_images/544926743899799552/i6bJTB9J_400x400.jpeg,https://pbs.twimg.com/profile_banners/469737625/1571066420/1500x500,Olympia-based Statehouse Correspondent @nwnewsnetwork. Host “Inside Olympia” @tvwnews. Graduate of @UW @commlead. Collaborator. Enterpriser. Storyteller.,11001,860,469737625,20 Jan 2012,20 Jan 2012 2:54 PM,2:54 PM,1927,"Olympia, Washington",1236,Austin Jenkins N3,0,6613,http://www.nwnewsnetwork.org,AustinJenkinsN3,1
122,122,https://pbs.twimg.com/profile_images/1184492970419974145/FKszJmEa_400x400.png,,"National law firm. Strength in infrastructure, litigation, environment, healthcare, real estate, public policy, and corporate law. 8 US offices.",743,162,41896751,22 May 2009,22 May 2009 1:43 PM,1:43 PM,53,,511,Nossaman LLP,0,2848,https://www.nossaman.com,NossamanLaw,0
123,123,https://pbs.twimg.com/profile_images/1258901641845186560/cu2ML9Ul_400x400.jpg,https://pbs.twimg.com/profile_banners/482408861/1557561193/1500x500,Penn State University’2022 🇵🇰 cash app: $ naumanistani  COD and BF Veteren,204,718,482408861,3 Feb 2012,3 Feb 2012 1:42 PM,1:42 PM,14801,,636,نعمان اقبال,0,23684,,Dudley4Lyfe,0
124,124,https://pbs.twimg.com/profile_images/1219136781049913344/pQSVam9b_400x400.jpg,https://pbs.twimg.com/profile_banners/4894026538/1590190093/1500x500,,41,336,4894026538,9 Feb 2016,9 Feb 2016 7:47 PM,7:47 PM,1977,ur moms house,30,sad hoes inc.,0,394,,Maddy_3096,0
125,125,https://pbs.twimg.com/profile_images/536924676556353537/Nn3lFfDt_400x400.jpeg,,"Eats, drinks, home reno's. Dog lover but cat owner. never sleep",29,131,1579122859,8 Jul 2013,8 Jul 2013 6:31 PM,6:31 PM,178,YTZ/YYZ,68,DadinThe6ix,0,1605,,hototobigtooth,0
126,126,https://pbs.twimg.com/profile_images/1203448769238519809/wHIw9kD6_400x400.jpg,https://pbs.twimg.com/profile_banners/86545516/1556054327/1500x500,Worshipper. Husband. Father. Follow me as I follow Him.  Recent Update: I haven't deleted anyone on FB or IG. I simply deleted FB & IG.,2052,367,86545516,31 Oct 2009,31 Oct 2009 8:19 AM,8:19 AM,11503,"Guys, TN",916,Kenny Chessor🗯,0,13298,,kchessor,0
127,127,https://pbs.twimg.com/profile_images/902915295840411648/fP-E13JT_400x400.jpg,https://pbs.twimg.com/profile_banners/902910590758395905/1504225884/1500x500,Just trying to figure out life one day at a time... with a little help from my daily dose of The Office.,47,400,902910590758395905,30 Aug 2017,30 Aug 2017 8:07 AM,8:07 AM,5733,"San Antonio, TX",121,Brittaney Mora,0,2094,,BrittaneyMora,0
128,128,https://pbs.twimg.com/profile_images/1217072881898795009/_dEeAoPn_400x400.jpg,https://pbs.twimg.com/profile_banners/181442779/1545240063/1500x500,"I have a good heart, but this mouth.",294,75,181442779,21 Aug 2010,21 Aug 2010 10:58 PM,10:58 PM,61515,,1272,lo.,0,21937,,blonders17,0
129,129,https://pbs.twimg.com/profile_images/1236044058017042432/1dvJ3JGU_400x400.jpg,https://pbs.twimg.com/profile_banners/754078603/1559509968/1500x500,They're going to bitch about me anyway so I might as well give them something to bitch about. -HBC-,25,26,754078603,12 Aug 2012,12 Aug 2012 5:35 PM,5:35 PM,687,,116,G✨,0,6578,,G_branches,0
130,130,https://pbs.twimg.com/profile_images/1228431117642084352/HVP6emvj_400x400.jpg,https://pbs.twimg.com/profile_banners/2821611297/1581715777/1500x500,Twitter Dork,80,850,2821611297,10 Oct 2014,10 Oct 2014 4:42 PM,4:42 PM,10507,,144,Chrissy,0,2020,,CSchwabby77,0
131,131,https://pbs.twimg.com/profile_images/402427202/FLAG_400x400.gif,https://pbs.twimg.com/profile_banners/19069046/1405999355/1500x500,"America, Patriotism, Freedom, IndividualLiberty, U.S.Constitution, NationalSecurity, Military, Entrepreneurship, Business, Charity, Humanity.GodBlessAmerica🇺🇸",644,3301,19069046,16 Jan 2009,16 Jan 2009 6:46 AM,6:46 AM,25170,USA,142,Denise,0,24744,,1AmericanGirl,0
132,132,https://pbs.twimg.com/profile_images/1134185731667243010/de8rmGl9_400x400.jpg,https://pbs.twimg.com/profile_banners/28355126/1559518745/1500x500,"Film-maker, Actor and YouTuber from Manchester.   YouTube: https://www.youtube.com/user/Cinemadman ",211,671,28355126,2 Apr 2009,2 Apr 2009 8:15 AM,8:15 AM,3522,"Manchester, England",2045,Sean Bradley,0,15435,http://www.imdb.com/name/nm8158628/,SeanB102,0
133,133,https://pbs.twimg.com/profile_images/1256929480284745729/Sf7CiEkc_400x400.jpg,https://pbs.twimg.com/profile_banners/1015528948460064769/1559088566/1500x500,Mental health advocate 💚 LGBTQ+ 🏳️‍🌈 Crohn’s Awareness💜 Don't let anyone take away your happiness! ❤️Owner of @MHOasis_,101,100,1015528948460064769,7 Jul 2018,7 Jul 2018 2:32 AM,2:32 AM,707,,94,Lee,0,2330,,LeeLee2873,0
134,134,https://pbs.twimg.com/profile_images/1070173280965804032/PJxRAyoh_400x400.jpg,https://pbs.twimg.com/profile_banners/213423408/1434846451/1500x500,"Author of A Thousand Naked Strangers (Scribner). TV writer. Former medic. Writing appears at Atavist, Men’s Journal, Creative Loafing, Atlanta Magazine",940,1438,213423408,8 Nov 2010,8 Nov 2010 2:02 PM,2:02 PM,1235,"Manhattan Beach, CA",72,Kevin Hazzard,0,776,http://kevinhazzard.com,NakedStrangers,0
135,135,https://pbs.twimg.com/profile_images/1192914004399706112/ZoFk3Saq_400x400.jpg,,"Student. 🇮🇳 🕉️ Nationalist & Patriot, Nothing on earth can change it... 🚩🙂",147,737,1191989431089057793,6 Nov 2019,6 Nov 2019 12:04 AM,12:04 AM,5595,India,1082,Mayank Kr SinghR,0,4696,,Mayankkrsinghr,0
136,136,https://pbs.twimg.com/profile_images/1217924009112850437/_Rm1IgRt_400x400.jpg,https://pbs.twimg.com/profile_banners/416874775/1571276834/1500x500,ESU ‘18 | AU ‘20 | 🏳️‍🌈 | Perfectly Imperfect | #StayThePath,383,398,416874775,19 Nov 2011,19 Nov 2011 11:32 PM,11:32 PM,2584,"Washington, DC",364,"Louie Wein, M.A.",0,3609,,louiewein,0
137,137,https://pbs.twimg.com/profile_images/988938436093427712/DtYJuZmm_400x400.jpg,https://pbs.twimg.com/profile_banners/4754662976/1469331677/1500x500,"Realtime stenographic captioner, twin/autism supermom💪🏻, #a11y cheerleader, 🌈 ally, she/her",460,1084,4754662976,13 Jan 2016,13 Jan 2016 12:08 PM,12:08 PM,8247,"Los Angeles, CA",58,Lindsay Stoker 👩🏻‍🦰💍,0,682,http://howvaccinescauseautism.org,stoker_lindsay,0
138,138,https://pbs.twimg.com/profile_images/1083498999921790976/WIgNiSvY_400x400.jpg,https://pbs.twimg.com/profile_banners/4899651/1553305077/1500x500,"A Republic, if you can keep it. -Benjamin Franklin #VoteBlueNoMatterWho ""Donald Trump is America's Katrina"" -@Thx4SharingJerk",1122,762,4899651,16 Apr 2007,16 Apr 2007 10:09 AM,10:09 AM,152041,"San Jose, California, USA",8963,Rainier Wolfcastle,0,224219,http://favstar.fm/users/r_wolfcastle,r_wolfcastle,0
139,139,https://pbs.twimg.com/profile_images/1233989850505695233/y3JG2kkB_400x400.jpg,https://pbs.twimg.com/profile_banners/187589707/1583767077/1500x500,"Sports Fan,Cricket,#Manchester United FC Loyalist⚽️ 🔴Architectural Technology Student 2020                           I follow back..🙌",161,308,187589707,6 Sep 2010,6 Sep 2010 10:03 AM,10:03 AM,7016,"Edmonton, Alberta",8,pratiktrivedi,0,325,,buntyrock19MUFC,0
140,140,https://pbs.twimg.com/profile_images/1225911656229822464/8RwNxB7L_400x400.jpg,https://pbs.twimg.com/profile_banners/1225910723630567426/1581123852/1500x500,Cubs Fan For Life/Son/Brother/Retail Grunt/Self-Professed Tech Geek/Have I Mentioned Cubs Fan For Life Yet?,18,16,1225910723630567426,7 Feb 2020,7 Feb 2020 2:34 PM,2:34 PM,2375,,152,JeffGarlick,0,999,,JeffGarlick,0
141,141,https://pbs.twimg.com/profile_images/1253845019934339077/ageKqAPP_400x400.jpg,https://pbs.twimg.com/profile_banners/3238448948/1542423022/1500x500,"Prof. Biol. @UW. Information flow in biology, society, & science. I love crows and ravens. he/him  Book *Calling Bullshit* coming Aug 4th: http://tinyurl.com/y7ekfkhx ",94372,1871,3238448948,6 Jun 2015,6 Jun 2015 8:38 PM,8:38 PM,34142,Duwamish Lands (Seattle),3075,Carl T. Bergstrom,0,14040,http://ctbergstrom.com,CT_Bergstrom,1
142,142,https://pbs.twimg.com/profile_images/1195838830106103809/hdcnUMl2_400x400.jpg,https://pbs.twimg.com/profile_banners/1005044406/1590118831/1500x500,"Editor for @eudoratimes. Past: @CJOnline, @kansannews. KU journalism ‘21ish. DMs open.",532,406,1005044406,11 Dec 2012,11 Dec 2012 2:46 PM,2:46 PM,12021,"Lawrence, KS",108,Sydney Hoover,0,3441,,sydhoover17,0
143,143,https://pbs.twimg.com/profile_images/3529623303/91f9dccc94b72515e4b07490674142d8_400x400.jpeg,https://pbs.twimg.com/profile_banners/486777849/1369117677/1500x500,I'm a grumpy old sod. Living in London. Watching the country going down the toilet.,1291,1649,486777849,8 Feb 2012,8 Feb 2012 9:12 AM,9:12 AM,1999,"London, England",33,Matt in the flat,0,2428,,matt_tastico,0
144,144,https://pbs.twimg.com/profile_images/1215060040157212672/wvlwwjo7_400x400.jpg,https://pbs.twimg.com/profile_banners/213499209/1585614512/1500x500,"Bad Christian - Conservative, not Republican - Florida State all day, everyday - Veteran - I drink and I know things - Views my own - Unapologetically American",1107,1686,213499209,8 Nov 2010,8 Nov 2010 6:18 PM,6:18 PM,36936,,820,Joe Biden ‘aint Black 🇺🇸,0,11759,,ArmyofJ,0
145,145,https://pbs.twimg.com/profile_images/1131685852491522048/qmZmvA1V_400x400.jpg,https://pbs.twimg.com/profile_banners/1087482882/1557439221/1500x500,*Insert something witty here*,84,344,1087482882,13 Jan 2013,13 Jan 2013 3:21 PM,3:21 PM,920,"London, England",87,Javs,0,1462,,jsumfink,0
146,146,https://pbs.twimg.com/profile_images/1206773846780583936/ABdveJnR_400x400.jpg,https://pbs.twimg.com/profile_banners/67134010/1576552383/1500x500,smile..no one makes it out alive anyway 🙃,181,862,67134010,19 Aug 2009,19 Aug 2009 2:53 PM,2:53 PM,468,Canada,270,😺. beckichamberlain,0,5048,,beckijeanchamb,0
147,147,https://pbs.twimg.com/profile_images/1043550040877359109/SnpklUb8_400x400.jpg,https://pbs.twimg.com/profile_banners/302004558/1537636644/1500x500,Mammy/WIFE/UtilitaArena/Disney/Dance/Flash/Gemhead/Jim/gym/Eastenders is real/F.R.I.E.N.D.S - These are the words that sum me up!,218,484,302004558,20 May 2011,20 May 2011 5:46 AM,5:46 AM,548,"South Shields, England",457,Gem Cunningham,0,2992,,Gem_Flashstay,0
148,148,https://pbs.twimg.com/profile_images/964863154684551168/2eWhQ4nX_400x400.jpg,https://pbs.twimg.com/profile_banners/22918417/1502748513/1500x500,I'm still a nerd. I read books & comics. I love Star Trek & Star Wars & a lot of other franchises. Climate change is real. Trump & the GOP are evil.,337,1174,22918417,5 Mar 2009,5 Mar 2009 5:34 AM,5:34 AM,21314,"Albuquerque, NM 87109",1142,Donna Jonas ☘ 🖖🏻,0,11895,,warriorwoman64,0
149,149,https://pbs.twimg.com/profile_images/864972212037500929/xH2XIME5_400x400.jpg,https://pbs.twimg.com/profile_banners/30779468/1485842644/1500x500,Awaken!   #IamaWhistleblower #azcardinals,1574,24,30779468,12 Apr 2009,12 Apr 2009 7:01 PM,7:01 PM,183010,Southwest ,283,5thd,0,136182,,Kaliburger,0
150,150,https://pbs.twimg.com/profile_images/829448623624691712/3d3njSdq_400x400.jpg,https://pbs.twimg.com/profile_banners/406677935/1514401318/1500x500,Blogueiro e adm em BR Chronicle!,171,519,406677935,6 Nov 2011,6 Nov 2011 5:39 PM,5:39 PM,3102,Brasil,572,Um Santo,0,13439,,um_santo,0
151,151,https://pbs.twimg.com/profile_images/2624675485/giofiqdbdrh9mvzlwwqi_400x400.jpeg,https://pbs.twimg.com/profile_banners/20749751/1366924843/1500x500,,294,411,20749751,12 Feb 2009,12 Feb 2009 9:17 PM,9:17 PM,24,Chicago USA,618,Bob RJ Abrams,0,8560,http://www.chicagonow.com/chicago-board-tirade/,RJ1340,0
152,152,https://pbs.twimg.com/profile_images/1170538850256588800/DodtSCub_400x400.jpg,https://pbs.twimg.com/profile_banners/1206791119/1581854881/1500x500,UCF Graduate. EMT,749,500,1206791119,21 Feb 2013,21 Feb 2013 8:18 PM,8:18 PM,3039,"Florida, USA",127,James Vasquez,0,2149,https://m.facebook.com/profile.php?id=1107117599,Jvasquez_Ucf13,1
153,153,https://pbs.twimg.com/profile_images/1005644858499870720/dy7MWl6S_400x400.jpg,https://pbs.twimg.com/profile_banners/599723813/1528599395/1500x500,,120,957,599723813,4 Jun 2012,4 Jun 2012 6:41 PM,6:41 PM,2070,"Grand Junction, Colorado",83,Destini⚾⚾,0,754,,destinilease,0
154,154,https://pbs.twimg.com/profile_images/1265750584/IM000241b_________________print_400x400.JPG,,"Snapshots of life in Athens, Greece. Latest news, upcoming cultural events, random photos, travel tips, sights, walks, museums and restaurants.",465,380,262656906,8 Mar 2011,8 Mar 2011 5:54 AM,5:54 AM,578,"Athens, Greece",119,Athens Walker,0,800,http://AthensWalker.blogspot.com,AthensWalker,0
155,155,https://pbs.twimg.com/profile_images/1263525961145909253/D7pYoaen_400x400.jpg,https://pbs.twimg.com/profile_banners/717420091655237632/1567640251/1500x500,We always have nails. Support Feminine Boys.  I've started to feel naked now if I don't have nail polish on. Choose Love every day. Harry Styles Fan account,3520,364,717420091655237632,5 Apr 2016,5 Apr 2016 11:34 AM,11:34 AM,39724,,7996,Harry's Lilac Nails,0,50580,,HESLilacNails,0
156,156,https://pbs.twimg.com/profile_images/1063237243215798273/GHGqHptC_400x400.jpg,https://pbs.twimg.com/profile_banners/993242127520948224/1542330488/1500x500,http://www.facebook.com/myreligionisrap  we get it in on Facebook check us if you’re on FB. we’re on IG also http://instagram.com/myreligionisrap/ … Salute 💯,758,800,993242127520948224,6 May 2018,6 May 2018 2:32 PM,2:32 PM,1876,,245,myreligionisrap,0,5565,https://myreligionisrap.com,myreligionisrap,0
157,157,https://pbs.twimg.com/profile_images/1165701307501559808/XZZn2dlP_400x400.jpg,https://pbs.twimg.com/profile_banners/33786971/1399771258/1500x500,Jackass redeemed by love for animals. Left of most. Monsanto & Nestle suck. BlackLivesMatter NativeLivesMatter BDS LGBTQ Antiwar GTTO Corbyn Dudeist Priest,4260,4387,33786971,20 Apr 2009,20 Apr 2009 8:04 PM,8:04 PM,108563,Alpha Centauri,7560,"Presumptuous Insect, nihilist with marmot",0,70726,,PresumptuousBug,0
158,158,https://pbs.twimg.com/profile_images/1251066038034235392/rARrHm5k_400x400.jpg,https://pbs.twimg.com/profile_banners/54475917/1478844185/1500x500,Support Class in game & IRL || Twitch Partner on http://twitch.tv/indiegarona  || Host of the Fit Gamer Podcast || fanfic writer,851,352,54475917,6 Jul 2009,6 Jul 2009 11:53 PM,11:53 PM,3035,NJ,1361,😇 Indie,0,6031,http://www.twitch.tv/indiegarona,indiegarona,0
159,159,https://pbs.twimg.com/profile_images/1253253554447548419/BHeNXzQ7_400x400.jpg,,A PCSO somewhere in the UK. All views are my own. #StayHomeSaveLives,85,73,1238231572610002945,12 Mar 2020,12 Mar 2020 3:33 PM,3:33 PM,96,,16,Mr PCSO,0,150,,UKPcso,0
160,160,https://pbs.twimg.com/profile_images/1258616570902872066/J9p7EJjx_400x400.jpg,https://pbs.twimg.com/profile_banners/66182723/1588421261/1500x500,"🇻🇦🇺🇸 #1A  Open Churches, Chapels & Synagogues",1347,2177,66182723,16 Aug 2009,16 Aug 2009 1:09 PM,1:09 PM,3938,"New Hampshire, USA",13,Notes from NH,0,21111,,Notes_n_Hopes,0
161,161,https://pbs.twimg.com/profile_images/1127427799118049280/Eu-dwL13_400x400.jpg,https://pbs.twimg.com/profile_banners/912099489464303616/1561534395/1500x500,"自分の価値は自分で決める/ Speak the truth, if your voice shakes.  Get out of your comfortzone right now. /  いっぬの奴隷。 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　",241,481,912099489464303616,24 Sep 2017,24 Sep 2017 4:40 PM,4:40 PM,7930,,69,ハラダモコ🐸,0,6745,,cuty_beni,0
162,162,https://pbs.twimg.com/profile_images/983858530049503235/HMJe2j67_400x400.jpg,https://pbs.twimg.com/profile_banners/22994756/1474050926/1500x500,"Mental Health/ Harm Reduction, Medicare For All, AntiWar, Election Integrity Advocate. Only war worth fighting is war a/st global poverty & greed. she/her",579,3867,22994756,5 Mar 2009,5 Mar 2009 3:05 PM,3:05 PM,5422,,39,soulshock,0,2103,,soulshock99,0
163,163,https://pbs.twimg.com/profile_images/1235436582477410304/f_Yb6_0M_400x400.jpg,https://pbs.twimg.com/profile_banners/1216968294139342849/1590034086/1500x500,Indy Journalist @Medium and Chicago-One News covering Chicago Police | Federal law enforcement & intelligence records | https://medium.com/@danihensley ,255,2013,1216968294139342849,13 Jan 2020,13 Jan 2020 10:23 PM,10:23 PM,12237,"Chicago, IL",594,Dani Hensley,0,11696,https://www.chicagoonenews.com,DHensleyChicago,0
164,164,https://pbs.twimg.com/profile_images/971530131012427776/slTFB0KV_400x400.jpg,https://pbs.twimg.com/profile_banners/584048935/1506136257/1500x500,🎧On-Air Radio Personality 🎤 Event Coordinator | Full Sail Alumni Bachelor In Entertainment Business 🎬 Spiritual Goddess 🔮 Mom,1050,2207,584048935,18 May 2012,18 May 2012 11:27 AM,11:27 AM,2358,"Los Angeles, CA",292,TyeshaTalks ™ 🗽🇯🇲 🔮,0,19279,,TyeshaTalks,0
165,165,https://pbs.twimg.com/profile_images/1238305814588211200/Kf8WIhRa_400x400.jpg,https://pbs.twimg.com/profile_banners/720345628769845248/1585588559/1500x500,"K, that's enough. Time to reopen. 0.1% mortality rate and that's if you get corona.",97,121,720345628769845248,13 Apr 2016,13 Apr 2016 1:19 PM,1:19 PM,5152,,867,MAGADT🇺🇸,0,8358,,draintheCAswamp,0
166,166,https://pbs.twimg.com/profile_images/1263469223600365568/RlQRaYSA_400x400.jpg,https://pbs.twimg.com/profile_banners/589535421/1505676089/1500x500,"Science. Data. Journalism. Maps. Reporter @BuzzFeedNews, lecturer @UCSC_SciCom @ucbsoj, instructor @AMI_Berkeley",8998,2597,589535421,24 May 2012,24 May 2012 2:53 PM,2:53 PM,616,San Francisco,2070,Peter Aldhous,0,16971,https://www.peteraldhous.com,paldhous,0
167,167,https://pbs.twimg.com/profile_images/1255560176255610880/ij2dkrYS_400x400.jpg,https://pbs.twimg.com/profile_banners/830899370988027904/1559994962/1500x500,,25,105,830899370988027904,12 Feb 2017,12 Feb 2017 2:00 PM,2:00 PM,609,"Dublin City, Ireland",5,Martha Conroy,0,304,,Marthaconroy29,0
168,168,https://pbs.twimg.com/profile_images/1107001870051090433/PtnpxaBc_400x400.jpg,https://pbs.twimg.com/profile_banners/402799185/1586559670/1500x500,•Mother • Bravo-holic • NPR Nerd•Political Junkie • displaced Texan • advocate• believer in equality & justice• Public School Supporter•,90,276,402799185,1 Nov 2011,1 Nov 2011 8:57 AM,8:57 AM,6060,United States,383,RealHousewifeOfOklahoma,0,3303,,oklaReal,0
169,169,https://pbs.twimg.com/profile_images/892111604136988672/4tQgD38D_400x400.jpg,https://pbs.twimg.com/profile_banners/602090062/1560456660/1500x500,"Global leader & strategist. Co-founder Gilroy Associates. Ex @HP @SAP @Samsung #UMD. Board member, Guest lecturer, Panelist, Speaker, Mentor to #WomenInTech",8044,7158,602090062,7 Jun 2012,7 Jun 2012 11:20 AM,11:20 AM,4171,"Washington, DC area",2140,carrie maslen,0,16168,https://www.carriemaslen.com,carriemaslen,0
170,170,https://pbs.twimg.com/profile_images/1017937324653637632/4-vkYNIH_400x400.jpg,,Official Twitter account !!,5883,181,1924967034,1 Oct 2013,1 Oct 2013 4:45 PM,4:45 PM,712,,194,Alyzeh Gabol,0,1547,,IamAlyzehgabol,0
171,171,https://pbs.twimg.com/profile_images/1202031111553110016/fomU8wqB_400x400.jpg,https://pbs.twimg.com/profile_banners/831683442307907585/1508323183/1500x500,What makes me special is that im not you. What makes you special is that your not me. Just be a kick ass you and I'll be a kick ass me and shit will improve👍,84,300,831683442307907585,14 Feb 2017,14 Feb 2017 5:55 PM,5:55 PM,4923,,75,Taylor Egan,0,2286,,Tay_Kahoot,0
172,172,https://pbs.twimg.com/profile_images/1228943775176777733/c25VZVJJ_400x400.jpg,https://pbs.twimg.com/profile_banners/1228943327464169472/1582471108/1500x500,I like Finnegans Wake and cookies.,59,73,1228943327464169472,15 Feb 2020,15 Feb 2020 11:25 PM,11:25 PM,829,Tel Aviv,20,Talia Abu,0,134,,TaliaAbu1,0
173,173,https://pbs.twimg.com/profile_images/1238185403347329027/1MpbVFEs_400x400.jpg,https://pbs.twimg.com/profile_banners/1190423593/1520693160/1500x500,"Hockey’s my game. I was a Blackhawks fan before it was cool. Working for the day I can finally afford Blackhawks Season Tickets. Also a Cubs, Bulls, & Bears fan",638,2734,1190423593,17 Feb 2013,17 Feb 2013 9:36 AM,9:36 AM,35070,,1793,ChiSportsFanJoe,0,13377,,ChiSportsFanJoe,0
174,174,https://pbs.twimg.com/profile_images/1199207643199488001/PfoWqHgb_400x400.jpg,https://pbs.twimg.com/profile_banners/710959907630088193/1577330859/1500x500,Hey all! I'm just a girl living the dream! I want to share my adventures with you!,44,174,710959907630088193,18 Mar 2016,18 Mar 2016 3:43 PM,3:43 PM,3366,,114,Casey Elaine,0,825,,PinUpInTheParks,0
175,175,https://pbs.twimg.com/profile_images/1109246636176363520/hauF79ZP_400x400.png,https://pbs.twimg.com/profile_banners/727271023/1546369924/1500x500,"Husband, Father, Veteran",1267,663,727271023,30 Jul 2012,30 Jul 2012 6:28 PM,6:28 PM,1242,"Destin, FL",233,Adron_FoE,0,1542,https://twitch.tv/adron_foe,adron_foe,0
176,176,https://pbs.twimg.com/profile_images/863018053247873025/2DdaMF-k_400x400.jpg,https://pbs.twimg.com/profile_banners/862813514754347009/1495035901/1500x500,75% tennis and 25% Clemson Football #TeamDunlop🎾,18,62,862813514754347009,11 May 2017,11 May 2017 4:35 PM,4:35 PM,84,"South Carolina, USA",43,Kimberly Pettit,0,372,,KBunnyPettit,0
177,177,https://pbs.twimg.com/profile_images/1247372681709670400/PGs8GS2U_400x400.jpg,https://pbs.twimg.com/profile_banners/1154265064578244613/1566264394/1500x500,"Capturing wandering minds. Satisfying insatiable curiosity. It's not homeless if you call it #travel. #Itineraries, #traveltips, #stories, #adventure.",434,428,1154265064578244613,24 Jul 2019,24 Jul 2019 10:40 PM,10:40 PM,117,,187,Mainly Misfits,0,325,http://mainlymisfits.com,MainlyMisfits,0
178,178,https://pbs.twimg.com/profile_images/985201004474925057/rMtVPth4_400x400.jpg,https://pbs.twimg.com/profile_banners/32692057/1481133462/1500x500,*Triathlete and Marathoner*Adrenal Insufficient Warrior Athlete*Hope Provider & Awareness Builder for Adrenal Insufficiency*,72,183,32692057,17 Apr 2009,17 Apr 2009 5:50 PM,5:50 PM,578,"Matthews, NC",216,Brian Hacker,0,1099,http://bit.ly/LondonMarathonIsCalling,BHacker98,0
179,179,https://pbs.twimg.com/profile_images/1415998038/eclairs_016_400x400.jpg,,Department of Economics Science - Aristotle University of Thessaloniki Tax Accountant,46,140,325105876,27 Jun 2011,27 Jun 2011 12:02 PM,12:02 PM,1115,Katerini,5,Kalogiannis Adonios,0,179,,Akalogian,0
180,180,https://pbs.twimg.com/profile_images/1257475037633921026/USGqAloM_400x400.jpg,https://pbs.twimg.com/profile_banners/2323052758/1589932458/1500x500,"Red Sox, Patriots, Bruins, dad bod, social distancing champion. IG Pete _ VanderHart SC: OldCityChiver",141,170,2323052758,3 Feb 2014,3 Feb 2014 6:18 PM,6:18 PM,15107,"St. Augustine, Florida",739,Essentially Non Essential,0,2442,,OLDCITYCHIVER,0
