bot,verified,geo_enabled,default_profile,has_description,len_en,followers,friends,listed_count,likes,tweets
1,0.0,0.0,1.0,0,1,0,4,0,0,38
1,0.0,0.0,1.0,0,1,1,31,0,0,8
1,0.0,0.0,1.0,0,1,23,1163,0,270,553
1,0.0,0.0,0.0,1,1,2,3,0,0,1
1,0.0,0.0,1.0,1,1,0,0,0,0,69
1,0.0,0.0,1.0,0,1,15,55,0,339,210
1,0.0,1.0,1.0,1,1,101,0,0,16,166
1,0.0,0.0,1.0,0,1,0,7,0,6,6
1,0.0,0.0,1.0,1,1,89,168,0,160,129
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,0,0,32,0,2,6
1,0.0,0.0,1.0,0,1,0,2,0,0,16
1,0.0,0.0,1.0,0,1,2,0,0,0,48
1,0.0,0.0,1.0,0,1,0,38,0,18,98
1,0.0,0.0,1.0,1,1,92,939,0,707,46
1,0.0,0.0,1.0,1,0,0,11,0,0,4
1,0.0,0.0,1.0,0,1,11,607,0,144,561
1,0.0,0.0,1.0,0,1,0,1,0,0,16
1,0.0,0.0,1.0,1,1,30,257,0,5,68
1,0.0,0.0,1.0,1,1,1,63,0,8,37
1,0.0,0.0,1.0,0,1,0,0,0,0,21
1,0.0,0.0,1.0,0,1,0,9,0,0,5
1,0.0,0.0,1.0,0,1,6,1160,0,258,884
1,0.0,0.0,0.0,0,1,15,5,1,8,52
1,0.0,0.0,1.0,0,1,0,0,0,0,26
1,0.0,0.0,1.0,0,1,42,297,0,9,42
1,0.0,0.0,1.0,0,1,0,0,0,16,9
1,0.0,0.0,1.0,1,1,50,131,0,1,6
1,0.0,0.0,1.0,1,1,0,39,0,5,4
1,0.0,0.0,1.0,0,1,12,699,0,288,246
1,0.0,0.0,1.0,1,1,0,0,0,0,70
1,0.0,0.0,1.0,0,1,0,60,0,0,8
1,0.0,0.0,1.0,0,1,156,167,2,849,36
1,0.0,0.0,1.0,1,1,59,189,0,1921,1907
1,0.0,0.0,1.0,0,1,0,39,0,1,1
1,0.0,0.0,1.0,0,1,7,622,0,332,613
1,0.0,0.0,1.0,1,1,33,110,0,0,453
1,0.0,0.0,1.0,1,1,0,0,0,0,15
1,0.0,0.0,1.0,0,0,3,2,0,11,41
1,0.0,0.0,1.0,1,1,2,2,0,3,11
1,0.0,0.0,1.0,1,1,271,187,3,119,176
1,0.0,0.0,1.0,1,1,47,298,0,17,62
1,0.0,0.0,1.0,1,1,41,39,0,20,14
1,0.0,0.0,1.0,1,1,4,141,0,351,6
1,0.0,0.0,1.0,1,1,103,198,4,71,43
1,0.0,0.0,1.0,0,1,0,1,0,0,1
1,0.0,0.0,1.0,1,1,102,80,1,16,40
1,0.0,0.0,1.0,1,1,59,94,1,6,7
1,0.0,0.0,1.0,1,1,1,61,0,14,180
1,0.0,0.0,1.0,0,1,0,29,0,6,6
1,0.0,0.0,1.0,1,1,12,90,0,485,156
1,0.0,0.0,0.0,0,1,0,4,0,24,9
1,0.0,0.0,1.0,0,1,1,6,0,0,3
1,0.0,0.0,1.0,1,1,9,3,0,5,5
1,0.0,0.0,1.0,1,1,5,73,0,1,1
1,0.0,0.0,1.0,1,1,0,34,0,64,71
1,0.0,0.0,1.0,1,1,3,158,0,358,382
1,0.0,0.0,1.0,1,1,6,2,1,32,51
1,0.0,0.0,1.0,0,1,1,13,0,1,8
1,0.0,0.0,1.0,1,1,5,0,0,1,2
1,0.0,0.0,1.0,1,1,51,57,0,183,112
1,0.0,0.0,1.0,1,1,1,52,0,103,112
1,0.0,0.0,1.0,1,1,2,41,0,103,102
1,0.0,0.0,1.0,1,1,2,49,0,18,30
1,0.0,0.0,1.0,1,1,123,248,1,10,9
1,0.0,0.0,1.0,0,1,1,8,0,1,5
1,0.0,0.0,1.0,1,1,12,48,2,22,15
1,0.0,0.0,1.0,1,1,0,105,0,228,2
1,0.0,0.0,1.0,1,1,33,188,0,503,95
1,0.0,0.0,1.0,1,1,2,39,0,84,108
1,0.0,0.0,1.0,1,1,44,200,1,317,147
1,0.0,0.0,1.0,1,1,116,129,3,73,40
1,0.0,0.0,1.0,1,1,9,15,0,8,26
1,0.0,0.0,0.0,1,1,403,444,0,298,257
1,0.0,0.0,1.0,0,1,0,29,0,66,18
1,0.0,0.0,1.0,1,1,0,27,0,18,5
1,0.0,0.0,1.0,0,1,3,813,0,0,5
1,0.0,0.0,1.0,0,1,12,32,0,11,35
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,1,1,5,82,0,214,207
1,0.0,0.0,1.0,1,1,0,6,0,12,11
1,0.0,0.0,1.0,1,1,21,2,0,22,33
1,0.0,0.0,1.0,1,1,3,54,0,13,12
1,0.0,0.0,1.0,1,1,3,82,0,0,23
1,0.0,0.0,1.0,1,1,1,4,0,16,6
1,0.0,0.0,1.0,1,1,10,0,1,1,19
1,0.0,0.0,1.0,1,1,0,8,0,0,2
1,0.0,0.0,1.0,1,1,21,30,1,7,5
1,0.0,0.0,1.0,0,1,1,6,0,1,4
1,0.0,0.0,1.0,1,1,6,110,0,0,98
1,0.0,0.0,1.0,0,1,11,237,0,8,4
1,0.0,0.0,1.0,0,0,0,0,0,2,5
1,0.0,0.0,1.0,1,1,36,57,1,23,16
1,0.0,0.0,1.0,1,1,0,5,0,9,13
1,0.0,0.0,1.0,0,1,0,0,0,0,17
1,0.0,0.0,1.0,0,1,3,0,0,3,35
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,1,1,2,18,0,0,9
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,1,1,0,1,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,1,1,55,35,0,20,15
1,0.0,0.0,1.0,0,1,0,0,0,0,12
1,0.0,0.0,1.0,1,1,56,59,1,23,33
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,17,0,33,39
1,0.0,0.0,1.0,1,1,58,711,0,25,153
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,11
1,0.0,0.0,1.0,1,1,29,58,0,65,28
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,1,1,2,0,0,1,5
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,1,1,0,4,0,6,6
1,0.0,0.0,1.0,1,1,7,36,0,4,6
1,0.0,0.0,1.0,0,1,15,36,0,4,16
1,0.0,0.0,1.0,1,1,50,29,1,22,39
1,0.0,0.0,1.0,1,1,4,88,0,207,223
1,0.0,0.0,1.0,0,1,0,0,0,0,12
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,1,21,0,28,36
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,1,1,2,42,0,86,85
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,2,73,0,176,175
1,0.0,0.0,1.0,1,1,0,4,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,1,1,0,26,0,56,58
1,0.0,0.0,1.0,1,1,216,92,2,366,243
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,4,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,1,1,0,3,0,0,4
1,0.0,0.0,1.0,1,1,0,4,0,7,4
1,0.0,0.0,1.0,1,1,7,97,0,60,10
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,47,0,0,43
1,0.0,0.0,1.0,0,1,0,2,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,1,1,43,262,0,948,471
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,27,144,0,567,375
1,0.0,0.0,1.0,0,1,0,0,0,0,15
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,2,0,0,7
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,119,365,0,808,157
1,0.0,0.0,1.0,0,1,0,5,0,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,1,7,0,4,4
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,1,1,1,15,0,1,4
1,0.0,0.0,1.0,1,1,175,121,1,50,44
1,0.0,0.0,1.0,0,1,0,0,0,0,15
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,1,1,1,3,0,6,7
1,0.0,0.0,1.0,1,1,11,44,1,9,329
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,45
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,1,1,0,4,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,1,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,1,1,2,91,0,9,27
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,1,1,0,9,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,1,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,1,1,8,229,0,17,55
1,0.0,0.0,0.0,1,1,38,73,0,538,112
1,0.0,0.0,1.0,1,1,455,225,2,306,133
1,0.0,0.0,1.0,1,1,3,198,0,3,4
1,0.0,0.0,1.0,0,1,0,0,0,0,9
1,0.0,0.0,1.0,0,1,73,154,0,258,12
1,0.0,0.0,1.0,1,1,4,35,0,13,45
1,0.0,0.0,1.0,1,1,137,49,0,36,69
1,0.0,0.0,1.0,1,1,67,529,0,2,245
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,2,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,1,1,2,0,0,4,22
1,0.0,0.0,1.0,1,1,3,14,0,56,101
1,0.0,0.0,1.0,1,1,43,409,0,43,38
1,0.0,0.0,1.0,1,1,2,75,0,155,176
1,0.0,0.0,1.0,0,1,0,0,0,0,39
1,0.0,0.0,1.0,1,1,116,66,1,17,228
1,0.0,0.0,1.0,1,1,95,59,0,52,38
1,0.0,0.0,1.0,0,1,9,245,0,22,125
1,0.0,0.0,1.0,0,1,0,0,0,1,23
1,0.0,0.0,1.0,0,1,4,199,1,52,197
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,1,1,0,5,0,4,8
1,0.0,1.0,1.0,1,1,38,141,0,1065,3976
1,0.0,0.0,1.0,1,1,0,32,0,3,4
1,0.0,0.0,1.0,0,1,0,0,0,0,113
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,76
1,0.0,0.0,1.0,1,1,23,58,0,894,15
1,0.0,0.0,1.0,1,1,19,13,1,2,29
1,0.0,0.0,1.0,0,1,0,0,0,0,62
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,1,0,0,12
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,0,1,0,0,0,0,35
1,0.0,0.0,1.0,1,1,3,10,0,0,3
1,0.0,0.0,0.0,1,1,55,117,2,107,118
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,0,1,3,3,0,1,12
1,0.0,0.0,1.0,1,1,21,49,0,11,44
1,0.0,0.0,1.0,1,1,90,144,0,7,81
1,0.0,0.0,1.0,0,1,0,0,0,0,43
1,0.0,0.0,1.0,0,1,0,0,0,0,46
1,0.0,0.0,1.0,0,1,14,29,0,12,643
1,0.0,0.0,1.0,0,1,0,52,0,9,10
1,0.0,0.0,1.0,1,1,107,87,2,38,17
1,0.0,0.0,1.0,1,1,149,265,2,116,46
1,0.0,0.0,1.0,1,1,196,218,1,275,130
1,0.0,0.0,1.0,1,1,69,46,0,84,58
1,0.0,0.0,1.0,1,1,51,124,0,51,82
1,0.0,0.0,1.0,1,1,32,211,0,279,217
1,0.0,0.0,0.0,1,1,13,85,0,28,63
1,0.0,0.0,1.0,0,0,3,521,0,106,130
1,0.0,0.0,1.0,1,1,6,22,0,0,6
1,0.0,0.0,1.0,1,1,55,25,1,1,8
1,0.0,0.0,1.0,1,1,0,1,0,0,10
1,0.0,0.0,1.0,0,1,1,0,0,0,88
1,0.0,0.0,1.0,1,1,8,184,0,189,7
1,0.0,0.0,1.0,1,1,0,1,0,0,1
1,0.0,0.0,1.0,0,1,0,10,0,1,3
1,0.0,0.0,1.0,1,1,7,64,0,0,144
1,0.0,0.0,1.0,0,1,0,0,0,0,13
1,0.0,0.0,1.0,0,1,0,0,0,0,15
1,0.0,0.0,1.0,1,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,3,0,0,3
1,0.0,0.0,1.0,1,1,85,140,0,28,107
1,0.0,0.0,1.0,1,1,12,181,0,21,2
1,0.0,0.0,1.0,1,1,70,82,0,139,79
1,0.0,0.0,1.0,1,1,1,0,0,0,2
1,0.0,0.0,1.0,0,1,4,57,0,0,9
1,0.0,0.0,1.0,1,1,161,105,2,284,153
1,0.0,0.0,1.0,1,1,0,12,0,11,52
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,15,28,1,39,23
1,0.0,0.0,1.0,1,1,40,142,0,81,114
1,0.0,0.0,0.0,1,1,87,10,1,74,96
1,0.0,0.0,1.0,1,1,0,0,0,2,128
1,0.0,0.0,1.0,1,1,20,9,0,32,28
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,0,1,0,0,0,0,50
1,0.0,0.0,1.0,0,1,0,0,0,0,19
1,0.0,0.0,1.0,1,1,474,1211,0,68,97
1,0.0,0.0,1.0,0,1,0,0,0,0,16
1,0.0,0.0,0.0,1,1,498,478,2,323,181
1,0.0,0.0,1.0,0,1,0,0,0,0,22
1,0.0,0.0,0.0,1,1,95,120,0,62,30
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,59
1,0.0,0.0,1.0,0,1,0,0,0,0,71
1,0.0,0.0,1.0,0,1,0,0,0,0,41
1,0.0,0.0,1.0,1,1,0,4,0,8,5
1,0.0,0.0,1.0,0,1,16,41,0,3,8
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,1,0,0,0,40
1,0.0,0.0,1.0,0,1,14,79,0,17,35
1,0.0,0.0,1.0,0,1,0,0,0,0,13
1,0.0,0.0,1.0,0,1,0,0,0,0,42
1,0.0,0.0,1.0,0,1,1,29,0,0,125
1,0.0,0.0,1.0,0,1,1,0,0,0,48
1,0.0,0.0,1.0,0,0,0,2,0,0,1
1,0.0,0.0,1.0,1,1,12,101,0,0,47
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,0,1,0,20,0,0,11
1,0.0,0.0,1.0,1,1,84,707,0,2,1
1,0.0,0.0,1.0,1,1,44,170,0,372,128
1,0.0,0.0,1.0,1,1,0,4,0,0,2
1,0.0,0.0,1.0,1,1,0,2,0,1,2
1,0.0,0.0,1.0,1,1,195,68,0,69,86
1,0.0,0.0,1.0,1,1,0,0,0,0,1
1,0.0,0.0,0.0,1,1,10,51,1,39,21
1,0.0,0.0,1.0,1,1,13,18,0,28,3
1,0.0,0.0,1.0,1,1,355,1781,2,9,3157
1,0.0,0.0,1.0,1,1,42,3,0,7,22
1,0.0,0.0,0.0,1,1,3,81,0,8,9
1,0.0,0.0,1.0,0,1,0,0,0,0,28
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,1,0,0,0,89
1,0.0,0.0,1.0,0,1,0,0,0,0,36
1,0.0,0.0,1.0,0,1,2,2,0,7,6
1,0.0,0.0,1.0,1,1,0,7,0,0,4
1,0.0,0.0,1.0,1,1,11,27,0,89,23
1,0.0,0.0,1.0,0,1,0,1,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,23
1,0.0,0.0,1.0,0,1,0,0,0,0,32
1,0.0,0.0,1.0,0,1,0,0,0,0,86
1,0.0,0.0,0.0,1,1,3,18,0,0,27
1,0.0,0.0,1.0,0,1,0,0,0,0,60
1,0.0,0.0,1.0,0,1,0,1,0,0,1
1,0.0,0.0,1.0,1,1,0,60,0,2,27
1,0.0,0.0,1.0,1,1,1,8,0,8,4
1,0.0,0.0,1.0,0,1,0,0,0,0,8
1,0.0,0.0,1.0,0,1,0,0,0,0,52
1,0.0,0.0,1.0,1,1,5,28,0,57,15
1,0.0,0.0,1.0,0,1,2,174,0,17,31
1,0.0,0.0,1.0,1,1,1,15,0,34,23
1,0.0,0.0,1.0,1,1,3,54,0,94,109
1,0.0,0.0,1.0,1,1,49,273,0,418,99
1,0.0,0.0,1.0,0,1,17,11,0,9,715
1,0.0,0.0,1.0,1,0,32,163,0,1116,563
1,0.0,0.0,1.0,0,1,0,0,0,0,106
1,0.0,0.0,0.0,1,1,106,123,0,46,50
1,0.0,0.0,1.0,1,1,11,194,0,269,267
1,0.0,0.0,1.0,0,1,0,0,0,0,38
1,0.0,0.0,1.0,1,1,0,6,0,9,11
1,0.0,0.0,1.0,0,1,0,2,0,0,6
1,0.0,0.0,0.0,1,0,99,494,0,91,136
1,0.0,0.0,1.0,1,1,83,80,1,21,4
1,0.0,0.0,1.0,1,1,0,0,0,4,87
1,0.0,0.0,1.0,1,1,30,138,0,9,389
1,0.0,0.0,1.0,0,1,0,0,0,0,11
1,0.0,0.0,1.0,1,1,3,6,0,1,4
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,11
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,0,8,0,2,3
1,0.0,0.0,1.0,1,1,0,59,0,0,8
1,0.0,0.0,1.0,1,1,0,4,0,5,9
1,0.0,0.0,1.0,1,1,6,34,0,39,106
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,1,1,148,265,0,69,140
1,0.0,0.0,1.0,0,1,0,0,0,0,32
1,0.0,0.0,1.0,0,1,2,0,0,0,114
1,0.0,0.0,1.0,0,1,0,0,0,0,98
1,0.0,0.0,1.0,0,1,0,0,0,0,124
1,0.0,0.0,1.0,0,1,0,0,0,0,119
1,0.0,0.0,1.0,0,1,0,0,0,0,104
1,0.0,0.0,1.0,0,1,0,0,0,0,97
1,0.0,0.0,1.0,0,1,0,0,0,0,134
1,0.0,0.0,1.0,1,1,0,1,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,127
1,0.0,0.0,1.0,0,1,1,0,1,9,10
1,0.0,0.0,1.0,0,1,1,0,0,0,22
1,0.0,0.0,1.0,0,1,1,0,0,0,36
1,0.0,0.0,1.0,0,1,0,0,0,0,181
1,0.0,0.0,1.0,0,1,0,0,0,0,131
1,0.0,0.0,1.0,1,1,6,4,0,3,7
1,0.0,0.0,1.0,1,1,0,18,0,48,40
1,0.0,0.0,1.0,1,1,1,43,0,16,28
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,0,0,0,0,223
1,0.0,0.0,1.0,0,1,32,36,0,1634,2364
1,0.0,0.0,1.0,1,1,0,0,0,4,2
1,0.0,0.0,1.0,0,1,0,0,0,0,122
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,0,0,0,0,47
1,0.0,0.0,1.0,1,1,23,83,0,231,27
1,0.0,0.0,1.0,0,1,0,0,0,0,66
1,0.0,0.0,1.0,0,1,0,0,0,0,60
1,0.0,0.0,1.0,0,1,0,0,0,0,34
1,0.0,0.0,1.0,0,1,0,0,0,0,63
1,0.0,0.0,1.0,0,1,0,0,0,0,104
1,0.0,0.0,1.0,1,1,12,76,0,50,113
1,0.0,0.0,1.0,1,1,4,170,0,10,413
1,0.0,0.0,1.0,0,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,0,0,0,0,206
1,0.0,0.0,1.0,0,1,1,0,0,0,143
1,0.0,0.0,1.0,0,1,0,0,0,0,13
1,0.0,0.0,1.0,0,1,1,0,1,0,185
1,0.0,0.0,1.0,0,1,0,0,0,0,16
1,0.0,0.0,1.0,0,1,0,0,0,0,3
1,0.0,0.0,1.0,1,1,3,0,0,6,17
1,0.0,0.0,1.0,0,1,0,0,0,0,87
1,0.0,0.0,1.0,0,1,0,0,0,0,43
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,38
1,0.0,0.0,1.0,0,1,0,57,0,0,39
1,0.0,0.0,1.0,0,1,0,0,0,0,201
1,0.0,0.0,1.0,0,1,0,0,0,0,133
1,0.0,0.0,1.0,1,1,0,6,0,10,12
1,0.0,0.0,1.0,0,1,0,0,0,0,35
1,0.0,0.0,1.0,1,1,0,28,0,37,40
1,0.0,0.0,1.0,0,1,0,0,0,0,31
1,0.0,0.0,1.0,0,1,2,0,1,0,154
1,0.0,0.0,1.0,0,1,2,0,0,0,167
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,22
1,0.0,0.0,1.0,0,1,0,0,0,0,5
1,0.0,0.0,1.0,0,1,0,0,0,0,10
1,0.0,0.0,1.0,0,1,0,0,0,0,112
1,0.0,0.0,1.0,0,1,0,0,0,0,147
1,0.0,0.0,1.0,1,1,18,167,0,8,10
1,0.0,0.0,1.0,1,1,0,0,0,0,23
1,0.0,0.0,1.0,0,1,1,0,0,0,95
1,0.0,0.0,1.0,1,1,21,0,0,214,256
1,0.0,0.0,1.0,0,1,1,0,0,0,204
1,0.0,0.0,1.0,0,1,2,51,0,9,18
1,0.0,0.0,1.0,0,1,1,0,0,0,144
1,0.0,0.0,1.0,0,1,0,0,0,0,66
1,0.0,0.0,1.0,1,1,0,2,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,22
1,0.0,0.0,1.0,0,0,37,117,0,2355,122
1,0.0,0.0,1.0,0,1,0,0,0,5,1
1,0.0,1.0,1.0,1,1,1610,682,20,4,4997
1,0.0,0.0,1.0,0,1,0,0,0,0,29
1,0.0,0.0,1.0,1,1,0,0,0,0,12
1,0.0,0.0,1.0,0,1,0,0,0,0,129
1,0.0,0.0,1.0,0,1,0,0,0,0,23
1,0.0,0.0,1.0,0,1,1,0,0,0,114
1,0.0,0.0,1.0,1,0,140,148,0,376,968
1,0.0,0.0,1.0,0,1,0,0,0,0,18
1,0.0,0.0,1.0,0,1,0,0,0,0,24
1,0.0,0.0,1.0,1,1,8,185,0,13,17
1,0.0,0.0,1.0,1,1,0,0,0,0,6
1,0.0,0.0,1.0,0,1,1,0,0,0,101
1,0.0,0.0,1.0,0,1,0,0,0,0,4
1,0.0,0.0,1.0,0,1,0,0,0,0,174
1,0.0,0.0,1.0,0,1,1,0,0,0,71
1,0.0,0.0,1.0,0,1,0,0,0,0,14
1,0.0,0.0,1.0,0,1,0,0,0,0,71
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,1,3,0,0,0,120
1,0.0,0.0,1.0,0,1,0,60,0,0,14
1,0.0,0.0,1.0,0,1,2,0,0,0,111
1,0.0,0.0,1.0,0,1,0,0,0,0,2
1,0.0,0.0,1.0,1,1,11,11,0,3,17
1,0.0,0.0,1.0,0,1,8,498,0,254,335
1,0.0,0.0,0.0,1,1,0,3,0,0,2
1,0.0,0.0,1.0,0,1,0,0,0,0,20
1,0.0,0.0,1.0,0,1,0,0,0,0,23
1,0.0,0.0,1.0,0,1,2,0,0,0,133
1,0.0,0.0,1.0,0,1,2,0,0,0,115
1,0.0,0.0,1.0,0,1,0,0,0,0,7
1,0.0,0.0,1.0,0,0,2,74,0,22,42
1,0.0,0.0,1.0,1,1,50,715,0,0,415
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,0,1,2,0,0,0,129
1,0.0,0.0,1.0,0,1,0,0,0,0,1
1,0.0,0.0,1.0,1,1,16,102,0,406,96
1,0.0,0.0,1.0,0,1,1,0,0,0,53
1,0.0,0.0,1.0,0,1,1,11,0,0,13
